-150.000000	0.000000
-145.000000	0.000000
-140.000000	0.000000
-135.000000	0.000000
-130.000000	0.000000
-125.000000	0.000000
-120.000000	0.000000
-115.000000	0.000000
-110.000000	0.000000
-105.000000	0.010000
-100.000000	0.010000
-95.000000	0.020000
-90.000000	0.030000
-85.000000	0.050000
-80.000000	0.070000
-75.000000	0.110000
-70.000000	0.180000
-65.000000	0.290000
-60.000000	0.460000
-55.000000	0.700000
-50.000000	1.020000
-45.000000	1.390000
-40.000000	1.750000
-35.000000	2.020000
-30.000000	2.170000
-25.000000	2.220000
-20.000000	2.190000
-15.000000	2.120000
-10.000000	2.030000
-5.000000	1.930000
0.000000	1.840000
5.000000	1.750000
10.000000	1.670000
15.000000	1.590000
20.000000	1.520000
25.000000	1.450000
30.000000	1.390000
35.000000	1.340000
40.000000	1.290000
45.000000	1.240000
50.000000	1.200000
55.000000	1.150000
60.000000	1.120000
65.000000	1.080000
70.000000	1.050000
75.000000	1.020000
80.000000	0.990000
85.000000	0.960000
90.000000	0.930000
95.000000	0.910000
100.000000	0.880000
105.000000	0.860000
110.000000	0.840000
115.000000	0.820000
120.000000	0.800000
125.000000	0.780000
130.000000	0.760000
135.000000	0.750000
140.000000	0.730000
145.000000	0.710000
150.000000	0.700000
